Self-Reported Gross Floor Area (ft²),,,,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Water Use Intensity (All Water Sources) (gal/ft²),log_Water Use Intensity (All Water Sources) (gal/ft²),score
87000,,,,99.5,103.2,65.67,4.1846422,74
129966,,,,91.1,97.3,54.19,3.99249639,97
91200,,,,98.6,101.1,49.02,3.892228378,77
28800,,,,103.1,108,69.88,4.246779485,46
65100,,,,73.2,76.7,62.84,4.140591813,85
32640,,,,155.8,170,47.17,3.853758097,7
76860,,,,97.5,101.4,64.9,4.172847624,75
114120,,,,125.2,129.9,152.85,5.029457048,39
35400,,,,113.5,117.8,72.27,4.280409105,33
73172,,,,118,123.5,73.74,4.300545393,54
40800,,,,356.6,358.2,108.19,4.683888941,1
37200,,,,141.8,149.4,66.9,4.203198967,7
40327,,,,249.7,263.9,16.1,2.778819272,1
36153,,,,164.7,172.6,50.37,3.91939576,3
41900,,,,161.3,174.7,78.27,4.360164388,17
48720,,,,97.7,102.7,54.31,3.994708372,78
42500,,,,137.7,145.5,44.68,3.799525974,35
45322,,,,83,82.5,8.22,2.106570209,84
130074,,,,80.2,86.1,26.86,3.290638191,86
176955,,,,58.1,61.7,18.6,2.923161581,100
117918,,,,110.5,114.8,25.11,3.223266173,44
61743,,,,85.7,90.3,29.62,3.388449809,79
122057,,,,114.9,116.4,47.26,3.855664272,59
84000,,,,146.4,154.9,55.99,4.025173103,15
60750,,,,69.9,74.3,35.57,3.571502586,92
60701,,,,90.4,95.7,55.39,4.014399072,69
75600,,,,33.6,33.5,73.29,4.294424174,100
53340,,,,122.4,128.5,57.16,4.045854353,50
133424,,,,232.7,233.1,2.5,0.916290732,2
138349,,,,140.4,147.8,1.84,0.609765572,28
15479,,,,243.2,248.5,2.66,0.978326123,5
289258,,,,121.9,128.8,42.06,3.73909717,54
96382,,,,248.2,247,7,1.945910149,2
29259,,,,179.5,184.1,42.08,3.739572568,46
56265,,,,132.6,137.4,157.68,5.060567663,43
80000,,,,153.2,151.7,35.42,3.567276632,63
61915,,,,128.9,134.4,152.67,5.028278729,41
77754,,,,123.4,122.3,44.11,3.786686514,24
49515,,,,205.5,208.3,16.01,2.773213527,7
29202,,,,203,207.1,85.25,4.445588116,26
28784,,,,194.6,205.5,81.09,4.395559649,1
1516107,,,,246.4,248,20.42,3.016514813,42
34872,,,,115.3,122.8,48.85,3.888754378,36
34872,,,,115.3,122.8,48.85,3.888754378,36
204010,,,,129.3,129.3,5.46,1.69744879,64
23500,,,,118.3,122.2,38.69,3.655581169,32
23500,,,,118.3,122.2,38.69,3.655581169,32
67200,,,,119.5,126.3,62.59,4.136605521,57
150082,,,,47.5,49.3,24.85,3.212857753,100
68316,,,,151.1,159.7,74.8,4.314817885,8
68310,,,,88.1,90.4,68.76,4.230622181,74
65300,,,,143.6,143.6,182.38,5.206092423,35
69443,,,,176,176.2,141.38,4.951451301,12
77730,,,,158.4,166.2,130.24,4.869378902,17
59200,,,,99.7,108.2,121.36,4.798761335,70
46400,,,,112.6,119.3,84.99,4.442533603,38
46410,,,,141.1,146.3,70.5,4.25561271,10
78120,,,,120.5,125.1,45.25,3.81220267,54
39580,,,,52.9,52.9,48.42,3.879912952,100
19344,,,,98.5,97,79.74,4.378771342,60
157437,,,,149.2,149.3,78.36,4.361313593,20
24676,,,,44.9,44.5,84.24,4.433669868,100
48720,,,,97.7,102.7,54.31,3.994708372,78
45322,,,,83,82.5,8.22,2.106570209,84
23500,,,,118.3,122.2,38.69,3.655581169,32
35200,,,,23.9,24.2,40.59,3.703521731,100
35200,,,,29.1,29,72.36,4.281653661,100
28200,,,,145,155.5,82.43,4.411949448,13
45114,,,,135.9,144.7,106.85,4.671425982,12
31104,,,,146.3,156.6,106.98,4.672641901,8
35000,,,,117,122.3,88.78,4.486161399,30
77531,,,,88.9,93.3,59.78,4.090671157,81
167610,,,,131.2,141,65.35,4.17975744,35
63936,,,,89,92.2,72.06,4.277499105,85
73926,,,,93.9,98.8,71.42,4.268577942,71
59274,,,,105.5,113,3.85,1.348073148,55
62000,,,,87.3,93.6,50.95,3.93084476,82
71791,,,,135.4,142.6,75.22,4.320417153,48
105000,,,,166.1,171.2,28.7,3.356897123,2
106909,,,,77.9,81.8,53.84,3.986016685,94
87156,,,,159.7,166.5,187.96,5.236229174,13
27108,,,,102.3,109.2,43.99,3.783962335,54
92988,,,,129.9,136,102.62,4.631032846,36
27000,,,,50.7,52.6,6.37,1.85159947,71
54001,,,,158.6,166.8,92.26,4.524610678,13
45383,,,,149.4,158.6,98.38,4.588837531,8
73734,,,,138.6,145.1,922.49,6.827076536,13
65172,,,,99.9,105.2,64.36,4.164492322,58
67500,,,,170.4,178,163.51,5.096874151,3
30000,,,,224.5,234.6,225.09,5.416500322,1
25884,,,,53.3,52.9,83.26,4.421968242,100
60570,,,,109.8,109.4,142.75,4.961094849,43
65235,,,,123.2,131.7,40.57,3.703028877,40
289281,,,,163.6,168.5,54.83,4.004237489,10
472600,,,,127.9,133.8,44.05,3.785325352,25
70000,,,,113,115.3,20.62,3.026261479,31
60480,,,,104.4,110.5,30.51,3.418054499,89
49402,,,,161.7,171.4,58.88,4.075501474,32
70053,,,,87.6,93.5,27.98,3.331489969,88
57945,,,,77,81.1,23.75,3.16758253,75
70551,,,,99.2,105.9,41.54,3.726656818,66
65841,,,,161.5,162.8,85.31,4.446291681,26
72025,,,,114.9,120.1,56.23,4.029450422,64
65100,,,,112.8,118.6,32.59,3.484005493,64
65360,,,,122.8,129.1,37.85,3.63363098,51
203700,,,,141,150.7,78.99,4.369321262,41
85900,,,,104.3,105.8,10.91,2.3896798,80
61653,,,,59.5,58,38.13,3.641001374,99
60179,,,,104.5,110.9,72.12,4.278331398,56
114648,,,,95.7,96.9,66,4.189654742,63
28480,,,,143.6,142.9,78.89,4.368054477,12
32928,,,,129.4,133.5,114.29,4.738739078,21
34422,,,,137.1,143.2,126.52,4.840400398,14
36795,,,,131,137.4,63.57,4.152141661,32
37500,,,,153.1,152.6,84.17,4.432838563,5
49248,,,,117.3,122.9,71.69,4.272351268,30
38625,,,,137.8,138.3,93,4.532599493,11
39200,,,,92.8,97.9,6.02,1.795087259,65
41757,,,,109.4,116.3,84.04,4.431292876,41
43560,,,,132.3,138.5,149.16,5.005019555,20
44550,,,,126.2,125.7,90.62,4.506674939,22
45000,,,,131.9,139,145.6,4.980863136,18
46400,,,,112.6,112.5,82.52,4.413040688,33
37700,,,,181,179.6,197.26,5.284522656,5
133424,,,,232.7,233.1,2.5,0.916290732,4
138349,,,,138,145.3,1.81,0.593326845,30
15479,,,,243.2,248.5,2.66,0.978326123,21
289258,,,,121.9,128.8,42.06,3.73909717,54
96382,,,,167.4,166.6,4.72,1.5518088,14
29259,,,,147.2,151,34.51,3.541249137,62
142500,,,,36.6,36,252.69,5.532163441,100
28480,,,,143.6,142.9,78.89,4.368054477,12
32928,,,,129.4,133.5,114.29,4.738739078,21
34422,,,,137.1,143.2,126.52,4.840400398,14
36795,,,,131,137.4,63.57,4.152141661,32
37500,,,,153.1,152.6,84.17,4.432838563,5
49248,,,,117.3,122.9,71.69,4.272351268,30
38625,,,,137.8,138.3,93,4.532599493,11
39200,,,,92.8,97.9,6.02,1.795087259,65
41757,,,,109.4,116.3,84.04,4.431292876,41
43560,,,,132.3,138.5,149.16,5.005019555,20
44550,,,,126.2,125.7,90.62,4.506674939,22
45000,,,,131.9,139,145.6,4.980863136,18
45600,,,,126.2,127,121,4.795790546,26
46400,,,,112.6,112.5,82.52,4.413040688,33
37700,,,,181,179.6,197.26,5.284522656,5
137238,,,,55.8,55.8,32.31,3.47537678,99
61542,,,,145.1,149.4,99.87,4.60386934,10
60775,,,,85.4,89.8,47.15,3.853334009,88
58232,,,,95.7,99,44.05,3.785325352,64
78000,,,,132,136.3,104.14,4.645736148,18
52805,,,,119.8,125.5,150.89,5.016551095,30
57660,,,,116.7,121.5,81.38,4.399129543,57
67000,,,,104.2,110,40.16,3.692871475,51
58500,,,,158.5,165.5,109.56,4.696472344,5
75600,,,,94.9,98.9,67.14,4.206779992,65
57000,,,,137,141.1,122.47,4.807866102,14
68000,,,,95.4,98.9,42.27,3.744077615,64
51040,,,,92.3,95.1,47.02,3.850573043,84
51040,,,,99,102.5,47.32,3.856933039,59
62976,,,,161.2,169,196.38,5.280051558,4
38600,,,,121,120.9,56.16,4.02820476,26
28696,,,,116.6,120.2,96.67,4.571303116,35
58000,,,,106.3,111.4,67.35,4.209902903,48
41664,,,,104.3,109.1,55.26,4.012049319,56
49350,,,,128.8,133.9,83.85,4.429029488,19
68500,,,,111.5,116.1,82.98,4.418599615,41
88200,,,,105.9,109.8,69.14,4.236133434,49
47500,,,,117.9,122,111.45,4.71357606,33
51600,,,,100.4,103.8,60.29,4.099166253,57
34815,,,,110.9,110.9,76.79,4.341074423,47
27330,,,,102.2,107.4,40.71,3.706473763,53
66710,,,,107.9,113.5,64.65,4.168988105,46
27330,,,,93.1,96.5,57.05,4.043928076,66
54241,,,,106.1,106,93.08,4.533459338,48
39157,,,,86,89.5,49.92,3.910421724,74
65832,,,,154.3,160.5,48.85,3.888754378,6
52800,,,,120.3,126.1,73.63,4.299052551,30
46500,,,,107.5,110.2,64.82,4.171614198,50
105356,,,,109.8,113.8,69.54,4.241902127,43
144354,,,,122.2,126.6,46.55,3.840527004,28
68546,,,,141.9,148.1,108.9,4.69043003,11
54177,,,,126,132,65.62,4.183880528,25
43848,,,,104,107,58.9,4.075841091,57
39240,,,,119.7,125.8,68.76,4.230622181,43
61194,,,,102.7,108.2,88.48,4.482776538,77
52650,,,,122.1,128,76.85,4.34185547,60
90994,,,,107.2,114.2,74.38,4.309187088,73
63665,,,,133.2,138.6,46.44,3.838161157,48
70192,,,,87.8,92.6,30.93,3.431726587,85
72900,,,,142.2,149.4,126.56,4.840716504,46
113896,,,,128.4,133.4,76.74,4.340423085,52
51747,,,,150.2,158.3,81.3,4.398146017,49
76448,,,,98.8,103.3,43.9,3.78191432,76
82336,,,,81.5,85.2,34.69,3.546451461,90
93632,,,,105.1,109.5,115.13,4.746061925,80
63989,,,,131.3,137.5,81.23,4.397284637,48
65450,,,,103.4,108.7,90.43,4.504576071,26
62417,,,,89,92.6,51.82,3.947776175,57
46128,,,,121.6,125.6,114.82,4.743365685,28
850000,,,,225.9,228,18.21,2.901970894,31
408153,,,,223.4,229.1,13.1,2.57261223,32
252324,,,,211.5,213.7,14.79,2.693951277,40
61884,,,,218.7,219.8,32.87,3.492560388,27
66295,,,,127.6,131.5,8.87,2.182674796,13
66569,,,,48.4,48.8,228.37,5.430967121,100
43825,,,,205.3,215.6,264.14,5.576479266,2
61917,,,,91.5,94.9,35.95,3.582129084,73
25480,,,,216.8,223.7,51.19,3.9355442,1
25751,,,,242.1,256.8,112.46,4.722597603,2
127658,,,,187.9,194.6,8.93,2.189416395,48
92988,,,,211,217.7,8.51,2.141241943,41
67625,,,,211.7,211.7,30.04,3.402529827,28
73728,,,,181,186,65.47,4.181592022,42
96132,,,,214.3,218.9,29.69,3.390810289,39
107945,,,,78.3,85.1,10.06,2.308567165,93
430851,,,,208.8,214.1,24.64,3.204371139,39
133123,,,,226.7,231.5,16.14,2.781300663,34
147943,,,,220.7,227.8,11.46,2.438862711,35
25200,,,,149.3,158.4,109.46,4.695559186,54
445950,,,,114,118.1,51.86,3.94854778,24
442034,,,,115.2,117.9,21.36,3.061520014,53
59000,,,,103,109.7,48,3.871201011,62
49800,,,,91.6,92.1,89.44,4.493568009,80
38651,,,,100.8,105.1,76.35,4.335328032,73
85014,,,,141.3,148.5,90.07,4.500587146,12
62244,,,,89.4,89.4,222.69,5.40578067,81
316000,,,,116.8,121.6,55.58,4.017823424,60
39905,,,,61.7,64.9,66.94,4.203796696,100
64900,,,,99.8,99.1,89.45,4.49367981,59
113240,,,,371.4,375.6,102.21,4.62702952,19
37960,,,,170.5,177.5,36.48,3.596764165,43
84000,,,,118.6,123.7,70.42,4.254477314,34
25500,,,,153.3,159.5,2.56,0.940007258,18
233230,,,,166.1,166.8,133.23,4.892076958,28
110000,,,,254.4,263.4,140.43,4.944709144,23
52000,,,,200.8,205.6,56.98,4.042700329,38
189261,,,,93.6,99.7,28.47,3.348850901,83
140797,,,,93.9,100,20.89,3.039270576,77
301004,,,,110.4,112.3,85.3,4.446174454,74
155195,,,,107.4,115.8,56.62,4.03636228,66
212954,,,,140.1,144.3,44.41,3.793464669,55
123409,,,,148.1,151.3,46.19,3.832763324,27
317135,,,,99.5,100.5,24.77,3.209633244,63
112293,,,,102.2,105.8,40.66,3.705244808,84
115384,,,,116.8,116.7,35,3.555348061,69
109060,,,,124.7,128.7,32.4,3.478158423,49
100397,,,,206.2,207.8,54.76,4.00296,43
221989,,,,116.6,120.4,48.17,3.874736421,60
528466,,,,133.2,137,34.76,3.5484673,22
361886,,,,125.9,129.4,43.31,3.768383555,46
370082,,,,138.7,141.9,38.26,3.644404964,25
643829,,,,111.5,113.6,36.83,3.60631273,50
209724,,,,125.3,128.9,34.61,3.544142658,43
278650,,,,147.4,153.9,37.04,3.61199841,16
385660,,,,91.4,94.6,27.05,3.297687005,70
252831,,,,107.8,106.6,27.63,3.318902139,46
68872,,,,93.7,96.4,33.54,3.512738756,67
468351,,,,115.9,120.4,29.98,3.400530493,64
113395,,,,124.8,127,23.01,3.135928904,64
46614,,,,135.7,139.1,37.01,3.611188146,72
29239,,,,94.9,97,26.65,3.282789151,94
120689,,,,97.5,98.4,33.92,3.524004811,87
124460,,,,115.7,121.3,31.09,3.436886224,46
202824,,,,152.3,157.3,38.24,3.643882088,12
260097,,,,76.4,79.3,21.83,3.083285171,92
249485,,,,111.9,118,21.44,3.065258336,26
121190,,,,196.4,203.2,36.7,3.602776755,1
230473,,,,104.7,108.2,34.72,3.54731589,67
328348,,,,135.1,137.2,45.84,3.825157072,49
200000,,,,110.6,117.5,24.08,3.18138162,34
46291,,,,87.9,90.6,14.76,2.691920819,88
133424,,,,232.7,233.1,2.5,0.916290732,4
138349,,,,138,145.3,1.81,0.593326845,30
15479,,,,243.2,248.5,2.66,0.978326123,21
289258,,,,112.1,118.4,38.68,3.655322671,67
96382,,,,167.4,166.6,4.72,1.5518088,14
29259,,,,147.2,151,34.51,3.541249137,62
97105,,,,112.9,120.5,33.08,3.49892887,94
136348,,,,84.1,89.7,26.88,3.291382516,96
359715,,,,114.9,119.3,45.48,3.817272669,50
66000,,,,111.9,117.3,27.38,3.30981282,57
148111,,,,117.9,123,44.85,3.803323589,39
122346,,,,90.7,95.3,27.47,3.3130945,77
127184,,,,90.7,96.3,25.7,3.246490992,90
94600,,,,217,228,27.58,3.317090872,1
95796,,,,100.2,104.4,43.09,3.763290952,70
61754,,,,128.7,134.2,100.2,4.607168189,95
98417,,,,95.8,100.1,47.31,3.85672169,73
66114,,,,103.4,107.6,42.54,3.75044481,67
58902,,,,108.6,113,43.76,3.778720158,61
141824,,,,98.4,106.1,61.97,4.126650397,90
53000,,,,114.9,122.1,59.52,4.086312391,66
75500,,,,117.3,124.5,68,4.219507705,68
118398,,,,84.6,89.2,25.08,3.222070716,92
72000,,,,95.5,102.9,39.17,3.667911148,86
76510,,,,128.6,136.5,48.38,3.879086505,61
172551,,,,122.1,127.2,63.71,4.154341536,68
108387,,,,103.1,109,38.08,3.63968921,84
74500,,,,128.4,137.6,76.37,4.335589949,56
75500,,,,113.5,119.7,65.62,4.183880528,73
246706,,,,88.5,94,30.94,3.432049845,90
402000,,,,101.8,108.8,53.58,3.981175864,84
167196,,,,87.4,93.2,40.05,3.690128674,93
102472,,,,117.4,123.5,49.91,3.910221383,58
194933,,,,95.8,102.8,39.84,3.684871433,80
117338,,,,93.1,98,39.11,3.666378189,86
141728,,,,95.4,101,36.37,3.593744259,80
80010,,,,98.9,105.4,39.22,3.669186821,88
152526,,,,93.5,99,57.72,4.055603734,83
97650,,,,116.3,126.4,41.77,3.732178379,62
97650,,,,106,112.4,43.79,3.779405481,74
124001,,,,103.2,109.9,45.81,3.824502408,81
148739,,,,102.9,108,57.58,4.053175285,79
83160,,,,118.7,127.7,57.82,4.057334737,59
144711,,,,104.7,111.2,48.76,3.886910305,73
55170,,,,97,103.4,40.28,3.695855068,90
77000,,,,110.2,118.6,33.16,3.50134433,62
77955,,,,104.1,110.3,42.2,3.742420221,86
226522,,,,95.5,100.9,30.58,3.420346201,84
128736,,,,132.2,141.5,51.49,3.941387614,68
128736,,,,139.8,149.8,51.11,3.933980173,61
55232,,,,104.7,112.7,61.77,4.12341781,82
94648,,,,152.5,161.6,19.54,2.972463647,39
73500,,,,170.2,180,65.96,4.189048498,9
118125,,,,89.6,95.3,43.27,3.767459554,86
149783,,,,75.9,80.7,28.53,3.350956165,97
158032,,,,99.5,104.9,43.11,3.763754989,79
219845,,,,118.5,126.7,57.23,4.047078236,52
114660,,,,119.3,124.9,44.44,3.794139965,68
131868,,,,110.5,118,67.19,4.207524427,84
101000,,,,157.8,168.1,36.83,3.60631273,15
176942,,,,110.2,115.4,40.32,3.696847624,61
344988,,,,197.1,195.7,47.82,3.867443962,3
353010,,,,105.5,109.8,30.91,3.431079756,76
274009,,,,84.9,89.2,57.19,4.046379058,94
215000,,,,11.7,12,50.83,3.928486731,100
449400,,,,127.9,128.3,30.84,3.428812549,28
115961,,,,76.6,77.3,56.96,4.042349267,99
379680,,,,139,146.5,62.59,4.136605521,53
173460,,,,125.5,130.8,74.54,4.311335894,56
139864,,,,109.6,115.3,43.57,3.77436884,69
137000,,,,104,110,67.59,4.213460043,79
41946,,,,97.9,101.3,42.94,3.759803792,72
72449,,,,117.9,119.6,40.53,3.702042441,68
62409,,,,124.9,129,29.23,3.375195579,55
202000,,,,101.5,105.4,49.83,3.908617212,60
441929,,,,108.5,115.6,32.51,3.481547734,67
45664,,,,110.4,116.6,33.89,3.523119986,48
71838,,,,112.8,119.8,39.51,3.676553804,61
78000,,,,90.5,95.7,39.4,3.673765816,88
72223,,,,123.1,130,46.97,3.8495091,59
428360,,,,146.2,152.3,57.19,4.046379058,26
54777,,,,122.9,127.5,53.96,3.988243031,32
156660,,,,157,164.7,89.45,4.49367981,28
44268,,,,98.9,105.8,36.75,3.604138226,60
41799,,,,160.4,167.2,51.51,3.941775964,8
26140,,,,129.5,135.5,24.75,3.208825489,40
89964,,,,263.6,262.3,138.79,4.932961999,15
71248,,,,110.5,111.5,5.96,1.785070481,84
118312,,,,57.8,64.3,1.81,0.593326845,61
54634,,,,177.1,187.3,2.38,0.867100488,2
115991,,,,107,107.7,17.03,2.834976495,65
64416,,,,127.8,133.7,65.09,4.175770928,50
33042,,,,245.4,256.5,7.37,1.997417706,11
72000,,,,121.8,129.1,26.08,3.261168737,78
38377,,,,66.1,66.1,9.61,2.262804223,100
48369,,,,132.9,139.4,135.61,4.909783119,31
144007,,,,133.7,141.8,36.66,3.601686242,21
29315,,,,125.3,130.7,168.09,5.12449955,83
42140,,,,124.3,124.4,82.07,4.407572542,76
40485,,,,146.5,152.9,106.24,4.665700686,24
39520,,,,131.1,131.6,138.06,4.927688373,22
30000,,,,163.3,170.4,151.68,5.021773039,7
40075,,,,125.6,126.2,67.01,4.204841862,30
42500,,,,72.3,76,15.1,2.714694744,84
38800,,,,105.8,112.9,51.48,3.941193383,46
34200,,,,67.8,72.5,26.18,3.26499576,96
111600,,,,116.7,122.5,37.74,3.63072054,39
94804,,,,70,70.1,27.96,3.330774917,92
44000,,,,102.3,107.1,77.5,4.350277936,89
28628,,,,83.2,85.3,55.41,4.014760083,75
46117,,,,144.3,148.7,136.21,4.914197812,14
52031,,,,100.6,105.6,15.18,2.719978772,66
132000,,,,191.1,194.5,69.73,4.244630641,43
52950,,,,138.7,145.5,144.01,4.969882742,27
54482,,,,131.8,135.7,44.8,3.802208139,37
57700,,,,150.6,156,97.18,4.576564929,13
81459,,,,303.8,304.9,5.49,1.702928256,1
151912,,,,85.7,92,29.79,3.394172767,82
26000,,,,97.2,97.8,106.57,4.668802046,98
29725,,,,171.2,183.6,67.62,4.213903797,19
108000,,,,35.8,35.6,56.89,4.041119579,100
98149,,,,99.1,102.9,61.29,4.115616697,55
33055,,,,212.6,227.6,318.4,5.763308454,2
112482,,,,107.7,114.9,62.41,4.133725519,53
99494,,,,93.6,98.1,33.95,3.524888854,73
32385,,,,110.7,115.9,87.09,4.466942067,51
30000,,,,106.1,116.6,42.84,3.757472246,46
23500,,,,118.3,122.2,38.69,3.655581169,32
195000,,,,150.5,155.5,21.15,3.051639905,25
72300,,,,119.5,125.1,58.79,4.073971772,55
156034,,,,110.6,116.4,57.7,4.055257174,63
180000,,,,142,149,52.31,3.957187557,35
107866,,,,189,193.1,71.95,4.275971433,6
60025,,,,90.2,95,32.19,3.471655845,88
100000,,,,188.7,192.5,33.4,3.5085559,2
153600,,,,111.9,119.3,36.12,3.586846729,46
209000,,,,115.5,120.4,48.98,3.891412052,70
149324,,,,88.6,92.3,29.82,3.395179309,85
103677,,,,117,117,38.36,3.64701525,48
206373,,,,196,197,90.49,4.505239347,2
156065,,,,94.8,98.6,24.52,3.199489111,65
421000,,,,125.5,129.9,48.28,3.877017396,35
420000,,,,97.4,101.2,19.13,2.951257783,83
152941,,,,232.1,232.8,78.99,4.369321262,1
123265,,,,153.1,157.9,57.42,4.050392675,14
115654,,,,144.1,153.2,67.39,4.210496639,38
190943,,,,91.9,96.7,23.56,3.159550359,81
264500,,,,107.9,113.1,17.74,2.875821977,77
136070,,,,139.5,146.4,660.74,6.493360419,43
92400,,,,83.7,88.5,27.63,3.318902139,59
624000,,,,149.8,157,49,3.891820298,46
172368,,,,85.5,91.3,26.92,3.292869505,84
121518,,,,96.2,104,22.04,3.092858984,73
226504,,,,70.1,73.5,15.6,2.747270914,90
375000,,,,122.1,124,29.01,3.367640598,41
190425,,,,94,94.7,20.42,3.016514813,100
208179,,,,189.1,195.3,23.01,3.135928904,1
98157,,,,353.8,350,95.53,4.559440334,1
503960,,,,98.4,100.9,33.39,3.508256454,76
141912,,,,182.6,180,48.11,3.873490056,4
92405,,,,191.3,201.5,33.72,3.518091133,3
263328,,,,123,125,19.54,2.972463647,72
119640,,,,175.5,182.6,72.65,4.28565339,32
139380,,,,87.2,92.1,15.86,2.763800216,69
320600,,,,90.8,94.1,27.05,3.297687005,44
118351,,,,117.8,124.2,33.46,3.510350696,36
197864,,,,171.4,179.3,55.64,4.018902367,28
219376,,,,147.9,151.1,36.97,3.610106773,21
173309,,,,218.8,226,35.49,3.569250967,1
89106,,,,87.2,93.1,18.59,2.922623802,92
259780,,,,171.1,173.1,42.3,3.744787086,12
103740,,,,106,112.6,22.37,3.107720776,94
73000,,,,123,123.2,26.65,3.282789151,66
127715,,,,78.7,78.3,20.68,3.02916705,86
109012,,,,180.9,184.6,43.57,3.77436884,1
162304,,,,91,97.1,32.65,3.485844856,63
193356,,,,136.3,142.7,33.07,3.498626527,54
94008,,,,102.3,110.1,22.81,3.127199036,73
55736,,,,118.9,128,20.85,3.037353948,59
113605,,,,246.6,246.1,35.42,3.567276632,1
483340,,,,93.5,98.7,25.21,3.227240741,71
162450,,,,97.7,103.8,103.23,4.636959508,99
690775,,,,128.1,131.2,35.42,3.567276632,56
464100,,,,140.4,148.6,45.63,3.820565395,22
548505,,,,90.7,94.8,31.1,3.437207819,80
307355,,,,100,105.7,86.52,4.460375601,57
540000,,,,132.1,132.7,36.11,3.586569835,37
71776,,,,114.7,117.9,27.7,3.321432413,70
206792,,,,92.8,97.1,22.09,3.095125017,80
181050,,,,94.1,102.9,15.15,2.718000532,62
275931,,,,130.1,131.4,34.36,3.536893097,29
87382,,,,166.5,176,67.38,4.210348238,22
86148,,,,137.1,141.3,32.06,3.467609147,15
380000,,,,42.8,42.7,18.01,2.890927159,100
375000,,,,38.9,39,15.29,2.72719902,100
237530,,,,152.8,158.4,49.32,3.898329678,41
162657,,,,103.7,109.7,22.86,3.129388658,70
50652,,,,122.6,127.2,27.54,3.315639493,47
127315,,,,132.3,135.5,30.2,3.407841924,57
114138,,,,84.5,85.3,25.27,3.229617921,88
54618,,,,195.4,204.1,59.3,4.082609306,22
200000,,,,99.5,104,26.05,3.260017768,62
333000,,,,144,150.6,38.41,3.648317842,15
258000,,,,91.7,96.6,23.24,3.145874932,78
102000,,,,91.4,95.4,36.87,3.607398212,79
232400,,,,166.9,171.6,49.98,3.911622925,8
115654,,,,149.9,160.9,63.99,4.158726821,33
103364,,,,116.9,116.4,32.05,3.467297183,51
149000,,,,144.4,154.5,47.95,3.870158801,42
223473,,,,96.6,101.9,31.61,3.453473526,69
224474,,,,111.5,117.8,24.15,3.18428438,81
541468,,,,60.5,64.5,16.46,2.800933195,98
238795,,,,82.2,84.8,38.16,3.641787847,81
591358,,,,158.6,164.6,109.86,4.699206828,34
67050,,,,115.3,118.3,37.48,3.623807457,49
96700,,,,113.4,117.7,27.83,3.326114576,38
170000,,,,143.4,143.8,44.29,3.790758918,21
165800,,,,126.6,132.7,38.07,3.63942657,49
103784,,,,154.8,155.8,53.02,3.970669201,13
602000,,,,94.9,98,23.63,3.162517091,67
100226,,,,81.3,87,19.59,2.975019232,83
105332,,,,101.2,108.8,28.45,3.348148161,77
103922,,,,135.6,135.2,28.71,3.357245494,44
164640,,,,143,151.8,116.94,4.761660983,58
199371,,,,136.1,137.3,37.98,3.637059705,33
234440,,,,155.7,157.5,34.36,3.536893097,15
112398,,,,152.4,152.5,28.21,3.339676525,12
985051,,,,128,129.8,28.54,3.351306612,29
325193,,,,77.2,77.2,50.28,3.917607384,98
155785,,,,124.9,130.6,30.02,3.401863826,23
119000,,,,118.3,124.8,41.54,3.726656818,69
149174,,,,107.8,113,25.82,3.251149385,62
184758,,,,95.7,95.3,18.83,2.935451343,60
267542,,,,129.5,129.3,37.36,3.620600613,52
328373,,,,118.3,123.9,22.72,3.123245594,32
308684,,,,135.8,136.5,47.62,3.863252841,19
61750,,,,145,149.6,35.96,3.58240721,32
357933,,,,132.1,137.4,15.21,2.721953106,15
73593,,,,93.2,99.6,30.88,3.430108725,67
63650,,,,124,129.8,92.81,4.530554393,46
114517,,,,91.3,96.7,50.27,3.917408478,86
142364,,,,145,152.5,29.64,3.3891248,36
76410,,,,113.5,121,44.27,3.790307247,84
31512,,,,117.3,122.5,51.12,3.93417581,69
25657,,,,108.2,113.1,47.66,3.864092472,77
63460,,,,107,110,108.46,4.686381441,46
77770,,,,41.2,40.9,56.11,4.02731405,100
66000,,,,25.3,25.3,56.57,4.035478809,100
73206,,,,29.5,29,31.46,3.448716898,100
74130,,,,35.8,35.2,39.45,3.675034047,100
52668,,,,41.3,40.6,53.62,3.981922133,100
104661,,,,36.5,36.5,8.56,2.14710019,100
77770,,,,41.2,40.9,56.11,4.02731405,100
66000,,,,25.3,25.3,56.57,4.035478809,100
73206,,,,29.5,29,31.46,3.448716898,100
74130,,,,35.8,35.2,39.45,3.675034047,100
52668,,,,41.3,40.6,53.62,3.981922133,100
30956,,,,119.6,126.5,120.25,4.789572909,30
65736,,,,320.7,332.1,8.71,2.164471791,1
70525,,,,5.9,5.9,71.56,4.270536259,100
26776,,,,125.8,130.1,30.06,3.403195384,24
26952,,,,224.4,236.4,279.02,5.631283464,1
37815,,,,113,118.1,34.83,3.550479084,34
80149,,,,286.3,288.2,18.42,2.913437031,27
49616,,,,105.6,105.3,65.36,4.179910451,71
42301,,,,147.4,147.4,28.82,3.361069591,18
120592,,,,159.4,168.6,37.47,3.623540613,69
111861,,,,159.9,167.9,76.05,4.331391019,13
61250,,,,41.2,41.2,22.39,3.108614431,100
51203,,,,131.5,130.8,119.56,4.783818337,19
333342,,,,93.5,98.1,1.81,0.593326845,82
1112900,,,,165.2,173.1,70.78,4.259576475,2
