Self-Reported Gross Floor Area (ft²),,,,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Water Use Intensity (All Water Sources) (gal/ft²),log_Water Use Intensity (All Water Sources) (gal/ft²),score
26705,,,,312.5,315.7,51.19,3.9355442,1
82709,,,,122.8,125.3,99.29,4.598044861,52
68640,,,,123.6,129.8,93.5,4.537961436,90
82709,,,,122.8,125.3,99.29,4.598044861,52
68640,,,,123.6,129.8,93.5,4.537961436,90
314610,,,,126.1,127.1,37.46,3.623273697,45
265091,,,,211.5,215.2,13.37,2.593013391,71
1288594,,,,294.9,297,19.52,2.971439581,52
323725,,,,148.3,152,48.78,3.887320393,53
318870,,,,216.3,221.3,54.67,4.001315113,1
78000,,,,142.2,147,86.28,4.457597822,29
32000,,,,101,101.3,132.41,4.885903169,78
212134,,,,112.2,115.2,28.42,3.347093123,69
294543,,,,135.6,141.9,61.68,4.121959729,90
51475,,,,112.9,118.8,43.76,3.778720158,70
90000,,,,144.2,149.5,99.06,4.595725727,25
66936,,,,127.3,133.7,55.44,4.015301355,58
30662,,,,96.7,95.2,51.1,3.933784497,83
37638,,,,79.7,79,40.77,3.707946517,98
44750,,,,123.9,131.4,44.99,3.806440243,34
46818,,,,52.9,52.5,53.8,3.985273467,100
118674,,,,98.8,107.2,36.93,3.609024229,59
176668,,,,152.8,154.2,48.36,3.878673026,47
50567,,,,123,128.8,48.57,3.883006056,39
59242,,,,134,141.5,80.09,4.383151002,75
47733,,,,189.5,198.6,77.04,4.344324767,32
66255,,,,157.3,168.1,79.29,4.373112017,26
100333,,,,107.1,112.6,47.97,3.870575816,82
56611,,,,119.6,125.2,67.1,4.206184044,74
114697,,,,150.7,158.1,79.82,4.3797741,34
96306,,,,105.3,110.1,78.86,4.367674128,84
100333,,,,92.2,97.7,64.54,4.167285187,88
65333,,,,97.5,103.3,57.03,4.043577445,87
61833,,,,104.8,111.9,37.92,3.635478677,84
58800,,,,102.4,107.2,66.62,4.199004833,85
48647,,,,215,224.5,94.99,4.553771623,1
294543,,,,135.6,141.9,61.68,4.121959729,90
51475,,,,112.9,118.8,43.76,3.778720158,70
90000,,,,144.2,149.5,99.06,4.595725727,25
66936,,,,127.3,133.7,55.44,4.015301355,58
30662,,,,96.7,95.2,51.1,3.933784497,83
37638,,,,79.7,79,40.77,3.707946517,98
44750,,,,123.9,131.4,44.99,3.806440243,34
46818,,,,52.9,52.5,53.8,3.985273467,100
46505,,,,163.3,168.4,198.63,5.291443798,7
37640,,,,74.7,75.8,135.32,4.907642344,95
37640,,,,74.7,75.8,135.32,4.907642344,95
395075,,,,248.5,251.7,60.25,4.098502572,25
96255,,,,170.4,174.7,121.2,4.797442074,15
38701,,,,142.8,148.4,78.69,4.365516083,50
30305,,,,162,170.1,101.14,4.616505696,41
65081,,,,112.1,117.2,93.18,4.534533106,56
45799,,,,175.4,181.7,153.52,5.033830852,16
68000,,,,151,156,148.36,4.999641753,33
45000,,,,230.7,239.9,129.65,4.864838512,1
380100,,,,112.4,115.8,127.29,4.846467948,69
60034,,,,107.1,111.4,101.98,4.624776716,96
58926,,,,120,125.6,96.91,4.573782713,68
64655,,,,95.2,99.5,44.71,3.80019719,89
88178,,,,78.1,83.4,53.07,3.971611797,97
86526,,,,99.6,99.4,31.19,3.440097531,92
86347,,,,115,119.7,45.87,3.825811309,91
48860,,,,139.9,145.1,174.68,5.162955729,21
32500,,,,83.7,83,209.45,5.344485047,89
260183,,,,96.3,100.8,30.72,3.424913908,87
107076,,,,98.8,102.4,30.47,3.416742593,87
110140,,,,129.7,131.5,34.9,3.552486829,57
127163,,,,107.8,115.5,42.13,3.740760076,76
89412,,,,81.4,81.4,27.99,3.331847304,100
88530,,,,113.3,119.2,34.96,3.554204551,97
174137,,,,109.3,114.5,9.85,2.287471455,99
546365,,,,356.2,359.2,89.12,4.489983776,85
65444,,,,111,117.4,74.05,4.304740541,78
58046,,,,110.7,116.9,74.6,4.312140507,82
86588,,,,88.4,93.3,5.5,1.704748092,93
91760,,,,95.6,100.4,66.3,4.194189897,70
63566,,,,150.3,158.6,61.34,4.116432159,14
89990,,,,135.1,139.4,68.38,4.225080384,44
50731,,,,116.7,122.5,51.8,3.947390149,64
58800,,,,117.8,124.3,43.32,3.768614422,48
77400,,,,105.7,111.2,36.55,3.598681186,66
79590,,,,148.2,153.6,54.75,4.002777369,29
125835,,,,167.7,165.5,43.47,3.772071045,47
70616,,,,86.5,90,67.63,4.214051672,80
139490,,,,60.3,60,38.92,3.661508257,98
795215,,,,138.1,140.8,27,3.295836866,19
447049,,,,138.5,140.7,17.3,2.850706502,22
740377,,,,117,119.5,29.75,3.392829132,47
83104,,,,109.8,110.3,16.53,2.805176912,85
148500,,,,132.3,140,22.37,3.107720776,28
130000,,,,163.4,170.1,104.04,4.644775441,31
323996,,,,156.9,163.6,78.58,4.364117214,28
267737,,,,200.6,201,52.76,3.965753328,5
213863,,,,192.3,200.5,74.29,4.307976353,10
444104,,,,268.5,270.8,65.77,4.186163807,1
296245,,,,117.8,122.3,47.22,3.854817532,62
598359,,,,118,122.5,52.33,3.95756982,60
347545,,,,236.5,238.3,19.2,2.954910279,54
40000,,,,91.5,97.6,9.55,2.256541154,59
38750,,,,111.8,116.6,42.51,3.749739342,79
38750,,,,111.1,116.5,22.44,3.110845081,80
48860,,,,139.9,145.1,174.68,5.162955729,21
32500,,,,83.7,83,209.45,5.344485047,89
62853,,,,171.6,177.6,18.39,2.911807039,71
52500,,,,43.7,45,0.78,-0.248461359,95
279855,,,,116.8,121,42.28,3.744314161,48
48000,,,,45.1,45.1,32.53,3.48216274,100
48000,,,,45.1,45.1,32.53,3.48216274,100
127820,,,,213.6,220.1,35.36,3.565581238,71
98456,,,,134.2,135,7.34,1.993338843,93
186051,,,,101.4,105.7,20.14,3.002707887,95
82255,,,,127.2,131,7.78,2.051556338,79
73278,,,,106.3,114.3,63.68,4.153870542,66
44555,,,,187,196.9,224.74,5.414944178,2
27790,,,,196.4,202,185.02,5.220463927,8
33750,,,,158,163.7,85.97,4.453998398,37
63360,,,,228.3,240,132.86,4.889295942,33
56832,,,,243.3,245,84.57,4.437579594,15
58345,,,,113,113,93.2,4.534747722,64
57948,,,,120.2,120.3,163.61,5.097485547,64
46279,,,,64.2,63.6,186.52,5.228538472,99
27152,,,,218.5,234.6,55.46,4.01566204,8
36644,,,,125.4,134.2,577.16,6.358119524,52
43155,,,,280.8,301.5,70.56,4.256463412,3
36147,,,,166,178,181.83,5.203072185,22
34594,,,,149.8,159.6,130.31,4.869916227,23
54950,,,,165.4,177.6,175.15,5.16564275,20
27152,,,,227.8,244.6,7.65,2.034705648,7
27152,,,,190.6,204.6,73.92,4.302983427,13
27152,,,,218.5,234.6,94.9,4.552823706,8
48431,,,,225,225,185.04,5.220572018,12
55217,,,,164.6,176.7,240,5.480638923,21
26138,,,,147.7,152.1,154.96,5.043167019,63
66700,,,,185.6,192.9,30.66,3.422958873,4
75802,,,,106.8,110.6,123.32,4.814782603,56
63360,,,,228.3,240,132.86,4.889295942,33
56832,,,,243.3,245,84.57,4.437579594,15
58345,,,,113,113,93.2,4.534747722,64
46279,,,,64.2,63.6,186.52,5.228538472,99
57948,,,,120.2,120.3,163.61,5.097485547,64
27152,,,,218.5,234.6,55.46,4.01566204,8
43155,,,,280.8,301.5,70.56,4.256463412,3
36644,,,,125.4,134.2,577.16,6.358119524,52
36147,,,,166,178,181.83,5.203072185,22
34594,,,,149.8,159.6,130.31,4.869916227,23
54950,,,,165.4,177.6,175.15,5.16564275,20
27152,,,,227.8,244.6,7.65,2.034705648,7
27152,,,,190.6,204.6,73.92,4.302983427,13
27152,,,,218.5,234.6,94.9,4.552823706,8
48431,,,,225,225,185.04,5.220572018,12
55217,,,,164.6,176.7,240,5.480638923,21
26138,,,,147.7,152.1,154.96,5.043167019,63
322964,,,,198.5,196.4,35.63,3.57318798,76
112500,,,,208.7,211.8,13.58,2.608598122,70
80178,,,,126.1,131.9,88.32,4.480966583,47
70000,,,,260.9,261.1,8.78,2.172476408,35
44555,,,,187,196.9,224.74,5.414944178,2
37323,,,,114.5,118,136.72,4.917935039,41
60034,,,,107.1,111.4,101.98,4.624776716,96
58926,,,,120,125.6,96.91,4.573782713,68
64655,,,,95.2,99.5,44.71,3.80019719,89
88178,,,,78.1,83.4,53.07,3.971611797,97
86526,,,,99.6,99.4,31.19,3.440097531,92
86347,,,,115,119.7,45.87,3.825811309,91
48860,,,,139.9,145.1,174.68,5.162955729,21
32500,,,,83.7,83,209.45,5.344485047,89
50900,,,,49.3,55.7,62.74,4.138999203,100
80912,,,,128.1,131.4,51.5,3.941581808,56
101800,,,,76.4,78.8,31.37,3.445852022,97
36352,,,,61.1,61.4,45.7,3.822098298,99
114939,,,,179.9,184.9,52.1,3.953164949,8
256170,,,,114.2,115.1,34.63,3.544720358,64
124528,,,,195.9,200.2,37.83,3.633102439,3
387600,,,,56.2,56.4,142.98,4.96270476,100
387600,,,,57.2,58.1,71.21,4.265633258,100
387600,,,,59.6,60,134.72,4.90319855,100
62675,,,,124,129.9,53.54,3.980429038,51
57960,,,,42.2,42.5,64.56,4.167595024,100
57000,,,,29.2,29.2,34.87,3.551626861,100
75455,,,,131.9,138.5,36.08,3.585738695,39
52599,,,,127.1,135.9,71.81,4.274023742,44
75000,,,,116.9,117.4,84.77,4.439941707,43
61000,,,,128.4,128.1,41.33,3.721588629,42
35375,,,,70.9,70.1,1.59,0.463734016,99
68300,,,,508.1,513,21.86,3.084658483,47
44555,,,,187,196.9,224.74,5.414944178,2
174294,,,,136,141.4,57.45,4.050915004,51
151492,,,,157.8,166.6,53.73,3.983971505,19
146484,,,,155.2,163.3,39.25,3.669951444,20
183912,,,,144.5,153.3,61.77,4.12341781,30
124200,,,,135.9,141.1,43.53,3.773450356,22
149406,,,,149.7,157.7,62.28,4.131640347,19
103032,,,,142.6,149.2,62.2,4.130355,29
112530,,,,131.8,139.1,53.49,3.979494721,64
84630,,,,100.3,104.5,51.89,3.949126093,89
55552,,,,131.4,138.5,67.65,4.214347355,55
174294,,,,136,141.4,57.45,4.050915004,51
152204,,,,69.2,74.5,32.9,3.493472658,93
66600,,,,131.6,139.3,33.82,3.521052343,47
154836,,,,96.6,103,47.48,3.86030857,87
146525,,,,89,92.3,36.46,3.596215769,87
73770,,,,94.9,98.4,84.85,4.440884992,94
67800,,,,46.2,45.6,71.05,4.263383855,100
114022,,,,213.8,214.9,62.51,4.135326544,58
61327,,,,142.9,147.4,58.44,4.068000587,28
36212,,,,168.7,174.4,37.91,3.63521493,12
66296,,,,140.5,144.1,57.44,4.050740925,52
68160,,,,143.1,154,103.8,4.642465971,54
52192,,,,214.2,216.2,12.17,2.498973907,49
65615,,,,115.6,119.8,42.76,3.755603086,48
737316,,,,222.9,225.5,17.21,2.84549061,78
542940,,,,212.2,220.3,72.1,4.278054044,24
102791,,,,105.5,105.6,58.5,4.069026754,63
109769,,,,113.4,113.4,25.94,3.255786179,52
89960,,,,176.5,178.8,9261.45,9.133615903,4
115776,,,,120,123.6,4032.76,8.302206284,43
56000,,,,79.5,80,15.82,2.761274962,93
363378,,,,197.2,203.1,23.89,3.173459961,79
74020,,,,164.3,170.9,17.54,2.864483987,77
215536,,,,72.1,76,33.83,3.521347983,95
65580,,,,252.9,265.4,114.54,4.740924107,12
82720,,,,123.9,124.2,85.46,4.44804843,96
58080,,,,263.8,277.6,110.43,4.704381836,10
97356,,,,69.2,72.1,30.46,3.416414347,95
173644,,,,72.9,75.3,33.45,3.510051787,94
20640,,,,225,232.3,81.29,4.398023008,24
16020,,,,265.4,279.4,94.09,4.544251771,8
88528,,,,161.6,170.7,12.52,2.527327366,11
119662,,,,158.4,158.4,56.78,4.039184151,8
48600,,,,129.7,136.8,55.14,4.009875406,38
77160,,,,182.6,188.5,63.07,4.144245221,9
408092,,,,149.3,156.9,2.34,0.850150929,15
564060,,,,126.7,132.2,3.58,1.2753628,48
35600,,,,162.8,171.4,88.44,4.482324356,26
46000,,,,128.3,133.1,160.45,5.077982368,47
45000,,,,107.1,111.9,66.39,4.195546443,73
111000,,,,120.6,125.5,33.58,3.513930652,47
105000,,,,118.5,118.5,28.7,3.356897123,36
127426,,,,227.4,236.3,135.93,4.912140047,1
108943,,,,121.3,125.5,49.8,3.908014984,42
197912,,,,119.3,119.4,47.26,3.855664272,62
299200,,,,136.9,137,102.99,4.634631896,47
225999,,,,66.9,69.7,38.54,3.651696663,100
448800,,,,123.1,127.6,54.54,3.998934377,53
96330,,,,82.2,86.9,32.75,3.488902962,92
59331,,,,119.9,124.3,31.26,3.442339325,30
78357,,,,120.8,130.1,26.49,3.276767303,65
230000,,,,136.2,142,57.67,4.054737108,45
46000,,,,71.4,74.8,11.84,2.471483629,100
43000,,,,192.2,198.5,98.09,4.585885425,14
39800,,,,129.1,135.4,64.39,4.164958342,33
48900,,,,136.8,146.9,67.5,4.212127598,43
27500,,,,108.4,113.5,95.38,4.557868913,73
82403,,,,115.1,115,50.2,3.916015027,50
55000,,,,153.4,158,77.61,4.351696285,12
76024,,,,55.7,54.8,54.52,3.998567607,100
51000,,,,78.2,78.6,45.39,3.815291816,90
60152,,,,166.2,175.8,33.82,3.521052343,46
111396,,,,113.6,120.3,38.24,3.643882088,59
91968,,,,101.9,107.4,29.78,3.393837027,67
114780,,,,120.6,126.8,47.1,3.852273001,48
58904,,,,232.3,245,35.5,3.569532696,1
104793,,,,158.7,162.8,19.38,2.964241606,5
60183,,,,219.8,228.9,130.58,4.871986066,14
79000,,,,145.9,148.8,22.11,3.096029995,25
275000,,,,64.1,64.5,54.59,3.999850716,100
44568,,,,146.9,153.4,71.54,4.270256734,44
106450,,,,144.2,151.6,126.28,4.838501664,50
46692,,,,180.8,188.1,121.19,4.797359562,15
37090,,,,53.2,52.5,244.03,5.497291169,100
72600,,,,92.5,96.6,77.41,4.349115971,80
28418,,,,168.8,176,140.3,4.943782987,17
272680,,,,226,228.5,14.49,2.673458756,62
51300,,,,136.3,139.7,54.43,3.996915472,46
66190,,,,197.7,201.9,77.12,4.34536265,19
42000,,,,236.5,240.2,61.52,4.119362325,11
289122,,,,113.3,115.8,21.16,3.052112607,58
141567,,,,162.9,167.2,58.05,4.061304708,71
280000,,,,338.6,341.1,105.16,4.655483,63
60000,,,,233.6,232.3,32.74,3.488597572,44
161520,,,,121.7,125.8,78.28,4.360292143,39
99180,,,,66.1,65.7,103.68,4.641309233,98
187800,,,,146.6,153.2,102.28,4.62771415,14
124200,,,,252.4,266.8,61.48,4.118711919,1
118008,,,,96.4,104.5,26.19,3.265377659,84
108445,,,,213.7,226.1,10.62,2.362739016,72
75920,,,,130.9,130.3,47.96,3.87036733,54
65000,,,,132.3,138.1,65.3,4.178992036,34
106335,,,,120.9,130,75.39,4.32267464,55
54824,,,,138.7,146.5,47.65,3.86388263,32
55776,,,,111.4,116.5,35.78,3.577389078,55
67527,,,,140.1,142.8,46.69,3.843530009,22
87969,,,,69.6,71.6,10.7,2.370243741,66
65857,,,,217.4,226.4,21.17,3.052585085,48
181154,,,,259.2,263.2,19.07,2.94811642,43
71934,,,,192.9,194.4,73.85,4.302036009,46
60158,,,,40.9,40.9,72.35,4.281515453,100
48608,,,,46.7,46.7,57.45,4.050915004,100
49015,,,,22.1,22.1,50.63,3.924544286,100
74328,,,,4.6,4.6,27.36,3.309082093,100
50120,,,,0.3,0.3,0.3,-1.203972804,100
140056,,,,102.7,102.7,30.08,3.403860499,86
49668,,,,2.1,2.1,40.51,3.701548857,100
42128,,,,7.9,7.5,21.93,3.087855562,100
89091,,,,23.3,22.4,28.75,3.358637767,100
83131,,,,0,0,15.97,2.770711962,100
88332,,,,170.8,188.1,120.73,4.793556647,56
54100,,,,6.9,6.9,135.47,4.908750214,100
228106,,,,59.3,67.1,4.56,1.517322624,100
58750,,,,6.8,6.4,22.35,3.106826321,100
135625,,,,45.3,50.4,32.28,3.474447843,100
52740,,,,12.9,12.9,24.42,3.195402469,100
87260,,,,11.1,11.1,62.37,4.133084391,100
58860,,,,13.2,13.3,32.18,3.471345142,100
176125,,,,110.8,110.8,23.2,3.144152279,56
124458,,,,98.3,105,47.21,3.854605735,63
60104,,,,145.7,166.7,40.69,3.705982362,56
56423,,,,97.6,108.2,58.45,4.068171688,76
50916,,,,12.5,12.7,37.8,3.632309103,100
57760,,,,45.3,52.1,38.15,3.641525758,100
62334,,,,88.5,98.2,66.71,4.200354867,84
50292,,,,15.7,16,52.49,3.960622675,100
53418,,,,87.1,97.6,49.73,3.906608373,85
188572,,,,9.4,9.6,44.89,3.804215053,100
201406,,,,30.4,30.4,44.66,3.799078246,100
56700,,,,0.3,0.3,15.21,2.721953106,100
113232,,,,69.2,77.4,60.51,4.102808641,97
92046,,,,67,66.3,50.48,3.921577218,96
63480,,,,95.5,107.1,44.13,3.787139823,76
242697,,,,0,0,24.12,3.183041372,100
53676,,,,10.4,10.4,47.59,3.862622655,100
57300,,,,11.5,11.2,39.62,3.679334041,100
72222,,,,12.5,12.6,27.94,3.330059354,100
54138,,,,4.7,4.7,70.9,4.261270434,100
25562,,,,246.3,246.3,0,2.142,37
40066,,,,201.8,204.7,11.46,2.438862711,47
19788,,,,42.5,42.5,25.13,3.224062352,79
298329,,,,202.2,201.5,17.14,2.841414913,74
162000,,,,124.5,125.9,36.21,3.589335324,85
137604,,,,195.5,196.4,61.98,4.126811752,33
551804,,,,128.1,130,30.31,3.411477691,43
100972,,,,75.8,74.6,6.22,1.827769907,99
57000,,,,441.2,445.3,18.14,2.898119445,69
66156,,,,80.7,81.6,12.44,2.520917087,96
179200,,,,169.8,170.1,5.42,1.690095815,68
166320,,,,184.7,185.3,5.13,1.635105659,76
204340,,,,153.5,154.6,5.56,1.715598108,86
123942,,,,86.2,87.1,2.82,1.036736885,93
54571,,,,123.3,128.8,66.96,4.204095426,75
104288,,,,126.8,132.5,55.85,4.022669526,68
47084,,,,133,139.2,68.3,4.223909767,68
53964,,,,124.3,131.6,47.82,3.867443962,69
33750,,,,119.9,126,40.58,3.703275334,70
65056,,,,161.8,170.4,84.59,4.437816056,35
52220,,,,102.8,110,57.11,4.044979233,91
66260,,,,128.7,135.7,65.42,4.180828022,61
84800,,,,139.1,146.4,65.19,4.177306083,66
49042,,,,148.1,154.1,73.32,4.294833423,50
60401,,,,153.5,161.8,81.13,4.396052806,45
240000,,,,152,158,105.9,4.662495253,59
47600,,,,97.4,101.9,61.6,4.120661871,68
67022,,,,34.6,34.6,41.43,3.724005256,100
87492,,,,208.8,214.2,62.24,4.13099788,7
74730,,,,147.9,152,71.83,4.274302216,28
59400,,,,236.7,236.7,77.7,4.352855257,1
83250,,,,92.2,90.9,8.64,2.156402583,97
111330,,,,74.9,77.3,9.16,2.214846179,99
63744,,,,121.2,128.6,28.89,3.363495514,60
25093,,,,176.8,182.9,80.88,4.392966575,9
36330,,,,149.6,162,60.52,4.102973889,47
105000,,,,173.6,175.5,15,2.708050201,56
181278,,,,169.2,179.7,59.93,4.093177214,9
103331,,,,83.9,87,49.91,3.910221383,91
59323,,,,165.4,172.9,77.93,4.355810988,22
165739,,,,126.4,136.1,83.06,4.419563238,65
138390,,,,153.2,160.5,97.73,4.582208574,36
77403,,,,205.8,209.2,104.76,4.65167202,32
280774,,,,339.3,343.3,64.71,4.169915749,8
29750,,,,145,151.9,50.82,3.928289978,30
88948,,,,122.7,122.7,8.61,2.152924318,78
92400,,,,220.1,226.4,194.79,5.271922055,28
65700,,,,209,210.6,73.82,4.301629698,23
60968,,,,155.8,154.9,108.74,4.688959712,19
88000,,,,166.4,176.5,77.87,4.35504077,15
88000,,,,131.4,141.2,87.84,4.475516978,55
79000,,,,135.6,143.1,77.95,4.356067596,25
52800,,,,183.2,190.8,62.11,4.128907007,3
68000,,,,144,151.2,55.94,4.024279688,18
103200,,,,122.8,131.8,43.8,3.779633817,39
38750,,,,137.9,146.4,60.06,4.095344063,52
43200,,,,126.8,129.9,60.5,4.102643365,26
150000,,,,212.4,214.2,112.67,4.724463192,59
107451,,,,139,141.8,108.51,4.686842335,56
324023,,,,134.4,142.6,48.97,3.891207866,51
84800,,,,139.1,146.4,65.19,4.177306083,66
44568,,,,146.9,153.4,71.54,4.270256734,44
87016,,,,191.9,193.5,8,2.079441542,65
62853,,,,171.6,177.6,18.39,2.911807039,71
57396,,,,113.4,113.4,34.71,3.54702783,67
89328,,,,167.6,172.3,13.3,2.587764035,77
58278,,,,107.4,113.8,61.57,4.120174739,76
155961,,,,84.8,88.1,39.68,3.680847282,56
52500,,,,43.7,45,0.78,-0.248461359,95
73797,,,,170.3,175.1,73.29,4.294424174,67
26614,,,,176.2,182.5,38.2,3.642835516,14
230244,,,,223,224.3,41.28,3.720378121,13
37800,,,,46.7,49.3,3964.2,8.285059348,100
135575,,,,120.1,125.2,29.04,3.36867419,41
56067,,,,114.6,121,88.43,4.482211279,67
100800,,,,96.4,100.8,86.79,4.463491408,74
210043,,,,178.2,180.6,45.44,3.816392774,11
111330,,,,74.9,77.2,9.16,2.214846179,99
190325,,,,148.9,152.4,16.26,2.788708104,76
45050,,,,267.3,266.3,49.7,3.906004933,21
53394,,,,152,156.8,73.69,4.299867105,23
122640,,,,86.1,86.4,50.1,3.914021008,86
74328,,,,4.6,4.6,27.36,3.309082093,100
50120,,,,0.3,0.3,0.3,-1.203972804,100
140056,,,,102.7,102.7,30.08,3.403860499,86
60158,,,,40.9,40.9,72.35,4.281515453,100
48608,,,,46.7,46.7,57.45,4.050915004,100
49015,,,,22.1,22.1,50.63,3.924544286,100
49668,,,,2.1,2.1,40.51,3.701548857,100
42128,,,,7.9,7.5,21.93,3.087855562,100
89091,,,,23.3,22.4,28.75,3.358637767,100
88332,,,,170.8,188.1,120.73,4.793556647,56
54100,,,,6.9,6.9,135.47,4.908750214,100
83131,,,,0,0,15.97,2.770711962,100
58750,,,,6.8,6.4,22.35,3.106826321,100
58860,,,,13.2,13.3,32.18,3.471345142,100
135625,,,,45.3,50.4,32.28,3.474447843,100
176125,,,,110.8,110.8,23.2,3.144152279,56
52740,,,,12.9,12.9,24.42,3.195402469,100
87260,,,,11.1,11.1,62.37,4.133084391,100
228106,,,,59.3,67.1,4.56,1.517322624,100
124458,,,,98.3,105,47.21,3.854605735,63
60104,,,,145.7,166.7,40.69,3.705982362,56
62334,,,,88.5,98.2,66.71,4.200354867,84
56423,,,,97.6,108.2,58.45,4.068171688,76
50292,,,,15.7,16,52.49,3.960622675,100
56700,,,,0.3,0.3,15.21,2.721953106,100
50916,,,,12.5,12.7,37.8,3.632309103,100
53418,,,,87.1,97.6,49.73,3.906608373,85
57760,,,,45.3,52.1,38.15,3.641525758,100
201406,,,,30.4,30.4,44.66,3.799078246,100
188572,,,,9.4,9.6,44.89,3.804215053,100
113232,,,,69.2,77.4,60.51,4.102808641,97
92046,,,,67,66.3,50.48,3.921577218,96
63480,,,,95.5,107.1,44.13,3.787139823,76
242697,,,,38.6,38.6,24.12,3.183041372,100
57300,,,,11.5,11.2,39.62,3.679334041,100
53676,,,,10.4,10.4,47.59,3.862622655,100
54138,,,,4.7,4.7,70.9,4.261270434,100
72222,,,,12.5,12.6,27.94,3.330059354,100
48180,,,,57.5,56.8,25.92,3.255014871,99
64716,,,,137,140.8,47.19,3.854182006,27
64716,,,,133.4,137.5,34.89,3.552200255,31
177679,,,,105.6,111.8,25.05,3.220873828,92
181000,,,,123.5,129.2,22.94,3.132882112,49
135849,,,,141.3,145.7,47.37,3.857989117,55
65649,,,,299.1,307.3,75.38,4.322541988,1
86280,,,,125.1,132.2,24.2,3.186352633,57
79545,,,,131.1,134.4,69.54,4.241902127,48
94023,,,,140.5,146.9,69.03,4.234541193,68
159090,,,,128.8,132.5,34.77,3.548754946,38
64144,,,,68.8,68.8,153.89,5.036238061,91
54615,,,,180.1,180.2,94.35,4.547011272,26
29202,,,,216.5,221.9,85.25,4.445588116,11
36859,,,,235.5,247.2,3.27,1.184789985,1
28784,,,,192.7,205,81.09,4.395559649,1
53221,,,,117.6,123.1,56.05,4.02624415,54
66073,,,,136.3,141.5,133.52,4.894251279,23
72890,,,,154.1,159.4,20.93,3.041183536,3
255037,,,,138.6,142.2,47.53,3.861361091,48
55115,,,,125.2,127.4,29.32,3.378269877,34
173672,,,,244,246.4,57.4,4.050044303,5
41650,,,,91.1,90.8,2.29,0.828551818,67
113417,,,,48.9,48.9,12.87,2.554899022,99
46275,,,,242.6,248.9,255.5,5.54322241,1
36871,,,,75.9,83,72.86,4.288539792,94
55550,,,,168.4,174.3,90.25,4.502583597,17
52764,,,,120.8,127.1,85.65,4.450269225,58
39770,,,,114.2,120.8,94.56,4.549234554,65
39770,,,,114.2,120.8,94.56,4.549234554,65
84800,,,,139.1,146.4,65.19,4.177306083,66
44568,,,,146.9,153.4,71.54,4.270256734,44
141355,,,,126.3,131.2,17.87,2.883123329,92
54395,,,,133.7,140.3,8.8,2.174751721,85
83410,,,,97.7,97.7,32.9,3.493472658,96
75485,,,,158.1,166,33.72,3.518091133,41
48531,,,,84.9,91.5,30.51,3.418054499,87
36020,,,,232.8,243.3,110.42,4.704291277,6
30500,,,,208.6,215.3,142.76,4.961164899,13
216606,,,,181.4,189,37.72,3.630190458,18
125580,,,,84.5,88.8,41.23,3.719166147,83
100752,,,,111.7,118.9,32.91,3.493776563,72
55471,,,,107.8,112.8,30.96,3.432696049,74
216606,,,,181.4,189,37.72,3.630190458,18
202255,,,,109.8,113.6,28.86,3.362456553,81
67022,,,,129.6,137.3,48.19,3.875151531,53
59459,,,,115,115,156.2,5.051137237,77
62238,,,,123.5,130.3,46.43,3.837945802,65
71513,,,,146.2,157.8,121.41,4.799173248,37
83642,,,,128,126.6,28.09,3.335413641,89
87150,,,,108.5,114.6,43.64,3.775974161,75
31105,,,,285.8,285.8,51.21,3.935934825,18
39852,,,,147.7,156.7,158.77,5.067456614,33
37062,,,,240.7,246.1,170.72,5.140024788,5
32325,,,,208,215.9,72.54,4.284138134,10
28570,,,,108.9,120.5,45.51,3.817932082,83
144700,,,,242,245.9,30.07,3.403527997,46
115500,,,,101.1,107.9,130.03,4.867765193,67
60000,,,,170.2,174.3,449.52,6.108180347,18
36800,,,,75.8,81.2,34.76,3.5484673,100
25890,,,,141.5,155.7,84.83,4.440649254,73
53550,,,,120,124.7,37.52,3.624874124,50
54210,,,,113.7,118,57.92,4.059062748,74
52542,,,,151.2,158,64.61,4.168369198,34
53898,,,,36.6,36.6,49.87,3.90941962,100
114300,,,,80.3,79.9,62.18,4.130033405,97
53550,,,,120,124.7,37.52,3.624874124,50
54210,,,,113.7,118,57.92,4.059062748,74
52542,,,,151.2,158,64.61,4.168369198,34
53898,,,,160.8,167.2,49.87,3.90941962,12
114300,,,,80.3,79.9,62.18,4.130033405,97
